student,finalScore_base,infit_base,localComparisons_base,modComparisons_base,moderated_base,finalScore_target,infit_target,localComparisons_target,modComparisons_target,moderated_target,ai_user,comparisons_base,comparisons_target
4aa43f4e-9b9a-4279-82c5-1d71502f6e7f,463,1.209566412,9,0,FALSE,523,1.039083567,18,24,TRUE,FALSE,9,24
e6b59b3a-08c1-4c84-984c-2edadeaf8023,432,0.2891337,8,0,FALSE,467,1.374671344,18,0,FALSE,FALSE,8,18
7d2023ae-3a8e-4c02-a84e-e66cc15140dd,508,0.417180808,7,0,FALSE,552,0.76556131,19,22,TRUE,FALSE,7,22
e3f25617-11c8-495b-80d8-4aa6f8ee2a79,493,0.64585337,7,0,FALSE,525,0.87604181,19,0,FALSE,FALSE,7,19
58d78625-4571-4c47-80be-20e6cb306e53,514,0.228531901,9,0,FALSE,525,0.902683359,21,0,FALSE,FALSE,9,21
992e8563-1340-4972-8568-b25075c297ae,510,0.70676771,8,18,TRUE,522,1.039973423,20,0,FALSE,FALSE,18,20
94b25d2f-e621-4308-bd8e-0be7f26dc03b,492,0.988809867,8,0,FALSE,489,0.917646792,19,0,FALSE,FALSE,8,19
6047b7dc-3246-484d-873f-9621c8557ae7,416,0.329911235,9,0,FALSE,426,1.00406507,19,22,TRUE,FALSE,9,22
817d581b-1e03-4f95-a733-ebf83a18e159,480,0.626887789,8,0,FALSE,490,0.951437591,19,24,TRUE,FALSE,8,24
d1e8e006-2b8e-4ee0-b81c-3fb18779e938,593,0.39623263,9,0,FALSE,519,0.798138817,19,0,FALSE,FALSE,9,19
61645599-40f7-45ec-a58f-0ceda619a2e9,461,0.237609239,8,0,FALSE,486,1.563035813,19,0,FALSE,FALSE,8,19
a7793d40-2442-4177-8eeb-fe81720d54ab,474,0.24922859,7,14,TRUE,478,1.089351079,20,0,FALSE,FALSE,14,20
e88ba31c-0e2a-4a27-96bc-1bda8869cc17,564,0.17486954,8,0,FALSE,493,0.857982166,19,0,FALSE,FALSE,8,19
a68c7e79-8721-44b6-b5a4-1c9a9f54e4a1,446,0.318190392,9,0,FALSE,482,1.048803558,19,26,TRUE,FALSE,9,26
6587e4c9-a9fa-4dcc-995d-e2300314e050,450,0.40975257,9,0,FALSE,436,1.154973187,21,0,FALSE,FALSE,9,21
0b2eae08-2db5-4685-afc2-d676df577d40,479,0.612035542,7,0,FALSE,467,0.637164204,20,0,FALSE,FALSE,7,20
67f1a16e-fb16-4291-85ad-03ddfd76ba99,533,0.228074463,7,0,FALSE,492,0.702379294,19,0,FALSE,FALSE,7,19
fa29cb66-4bb4-40a2-989d-979450c60be7,501,0.379107281,7,0,FALSE,502,0.725391382,19,0,FALSE,FALSE,7,19
6b6f9eef-d30c-4af9-969e-f244fb3dfd80,479,0.316380099,9,0,FALSE,435,0.784896344,19,0,FALSE,FALSE,9,19
15627560-c5bf-4e26-9c62-b45dd2aa73a1,566,0.282760069,7,0,FALSE,482,0.758533344,18,0,FALSE,FALSE,7,18
a6027d9c-1672-40e4-9b91-a782d50856d8,445,0.150041107,7,0,FALSE,459,0.199570355,19,0,FALSE,FALSE,7,19
8172711f-d18e-4d24-b350-83228051c998,516,0.486667882,9,0,FALSE,483,0.99415154,19,28,TRUE,FALSE,9,28
7882e878-43ae-414e-b228-d77b538a5859,520,0.135685282,7,0,FALSE,534,1.081933881,19,0,FALSE,FALSE,7,19
7e1ffe9f-a874-4143-8ea7-df7963e9938b,495,0.339750965,7,0,FALSE,498,0.943102571,18,26,TRUE,FALSE,7,26
86079ea6-b73e-454b-ae50-0e0147bcbf10,413,0.107082419,8,0,FALSE,477,1.064242742,18,28,TRUE,FALSE,8,28
afc5201c-cd5d-479b-a653-c28abd6ecb62,513,0.780968352,8,0,FALSE,507,1.837004694,18,0,FALSE,FALSE,8,18
9e7bf57d-2e88-4840-be72-db1031aa1827,499,0.109791474,8,0,FALSE,515,0.900504316,20,0,FALSE,FALSE,8,20
32daab91-103c-4fc2-9399-708ade2575be,577,0.31327605,7,14,TRUE,500,1.384865377,19,0,FALSE,FALSE,14,19
c0e49fd9-43f3-4e17-98a9-4bf5cfdcefc3,497,0.810671514,11,0,FALSE,522,0.93039673,14,0,FALSE,FALSE,11,14
88f0ae49-c779-48df-bde5-3ea1440547da,484,0.61694153,14,0,FALSE,496,0.525196205,11,0,FALSE,FALSE,14,11
9d057d7a-e3d7-4eeb-b877-e0d5dad0d0f3,444,0.919892748,12,0,FALSE,477,0.309230056,11,0,FALSE,FALSE,12,11
0706e758-8c8a-40ee-bd46-983de5a2d4d1,469,0.201428911,11,0,FALSE,497,0.66726183,10,0,FALSE,FALSE,11,10
cbabd2bb-4da5-46ff-a1b0-ef332e00f54d,399,0.109474122,11,0,FALSE,437,0.073004904,11,0,FALSE,FALSE,11,11
1527deab-4f5f-4dcd-a1ad-bce870ef04d2,392,0.129239657,12,0,FALSE,436,1.398509173,10,14,TRUE,FALSE,12,14
5a6d98c8-8bf3-4d8c-94a0-44408f841c7b,486,0.648850214,11,22,TRUE,454,1.058838066,11,0,FALSE,FALSE,22,11
51023175-00f3-4f57-8f2e-6d95d31c4216,460,0.466664571,13,15,TRUE,488,0.461170004,12,0,FALSE,FALSE,15,12
fe17a4ff-40e1-4107-98b7-d8eb43b64c16,400,0.197326566,11,0,FALSE,469,1.371170931,12,0,FALSE,FALSE,11,12
41e2fcd0-4ea1-426c-afc7-d6fc3dfa7b9c,495,0.770023589,11,0,FALSE,517,0.714109793,10,0,FALSE,FALSE,11,10
94a1fc9d-54d2-4e00-a081-8d94855f1cbd,531,0.115305426,13,0,FALSE,525,0.403172782,11,16,TRUE,FALSE,13,16
8d6b2c6f-94f4-4955-84ca-4e8d1ce31fc9,427,0.690432227,11,26,TRUE,475,0.771954821,11,16,TRUE,FALSE,26,16
bebd1975-4ed1-446d-8a07-5e00138c9492,504,0.963507874,14,0,FALSE,503,1.029724489,11,0,FALSE,FALSE,14,11
db92539a-5ae1-43d5-b42c-f25c30a6a49f,488,0.419071134,13,0,FALSE,545,0.458201443,11,0,FALSE,FALSE,13,11
6f8d3532-63d0-433a-943a-21af0aed40a4,528,0.112573312,12,0,FALSE,511,0.59596779,11,0,FALSE,FALSE,12,11
ef477bcd-0d4c-4f68-9d63-7f700f704fc3,497,0.83020537,11,0,FALSE,504,1.452824629,13,0,FALSE,FALSE,11,13
aec3b577-b292-498c-918a-49c127b0bbdf,466,0.217598494,11,0,FALSE,519,1.080352113,11,0,FALSE,FALSE,11,11
282431c7-a8e8-4280-bc5f-258861794359,481,0.537083316,12,0,FALSE,494,1.536801242,10,0,FALSE,FALSE,12,10
bf6d149a-5c78-4d59-9b67-312c7da1b588,456,0.768432601,12,0,FALSE,440,1.116848032,10,16,TRUE,FALSE,12,16
c1a6a513-b795-404e-886e-2f2a48e51876,493,0.510959258,12,15,TRUE,493,0.484277258,10,19,TRUE,FALSE,15,19
7c3eed62-fcc5-42d3-a3ff-99436b95d96c,533,0.44938,11,0,FALSE,514,0.576160604,11,0,FALSE,FALSE,11,11
b2510f8a-6002-4c6e-9636-bd356ec8f8f2,537,1.378099667,12,0,FALSE,529,0.874244275,11,0,FALSE,FALSE,12,11
da4d7aaf-8be9-42f7-99da-f32c03125c0a,514,0.222778468,11,0,FALSE,508,0.888835573,11,0,FALSE,FALSE,11,11
05c59f89-7fc7-486a-af50-a0ec3ba9b1d6,504,0.706543105,13,0,FALSE,500,0.948439727,11,0,FALSE,FALSE,13,11
7363c45e-5fb0-4cf7-817c-65cfaf3f5f4b,424,0.168570049,11,0,FALSE,459,0.285534066,10,0,FALSE,FALSE,11,10
3eca2cff-b27a-463f-a822-14215d26501c,523,0.312931136,11,0,FALSE,506,0.748979748,12,0,FALSE,FALSE,11,12
5bdb7731-e6b4-46b8-baac-b7365b4a74fc,499,0.295988115,11,15,TRUE,505,1.587963695,11,16,TRUE,FALSE,15,16
963f14d4-58e0-4e11-be55-3b68d2d96f0d,397,0.132580072,11,0,FALSE,486,1.309229333,11,0,FALSE,FALSE,11,11
18718678-7c35-4c49-b58f-63c04d5e2e6a,551,0.044223875,13,0,FALSE,504,0.464420561,10,0,FALSE,FALSE,13,10
10573085-e7f1-4297-a2ba-048c18d43622,456,0.583383239,11,0,FALSE,501,0.918860182,12,0,FALSE,FALSE,11,12
c7bc743d-ed67-400b-b698-57f540f46226,495,0.498296572,11,0,FALSE,500,0.779975488,10,0,FALSE,FALSE,11,10
7d45380d-8ba3-4b64-a168-2bc1ed4e9e10,442,0.417342371,11,0,FALSE,484,0.599207739,10,0,FALSE,FALSE,11,10
d71e78f8-fe1b-40db-a231-a4dc5f93737f,422,0.380345564,11,0,FALSE,530,0.451975295,12,0,FALSE,FALSE,11,12
29338dff-4111-4a3c-ae60-6c2d9be7b677,493,0.715044722,11,0,FALSE,504,0.544974142,11,15,TRUE,FALSE,11,15
58b8b178-f67d-4181-a328-49b098bde664,460,1.107110589,11,0,FALSE,497,1.879336994,10,0,FALSE,FALSE,11,10
3e05d8e1-4573-47b0-afdf-d400c69c92bc,545,0.056007308,11,0,FALSE,544,0.86350025,14,15,TRUE,FALSE,11,15
63e4c6aa-0a05-4043-8748-dff6e7481542,448,0.385904186,12,0,FALSE,474,0.489485364,10,0,FALSE,FALSE,12,10
01846932-100f-455d-9c64-70037f227aa8,560,0.217286014,12,15,TRUE,552,0.668637287,11,0,FALSE,FALSE,15,11
4bbffaa7-0662-4df1-bf6c-41daedd7d565,510,0.781157109,12,0,FALSE,579,0.070584813,10,0,FALSE,FALSE,12,10
16101d37-a648-40ec-869f-456b8a2bf921,376,0.218601563,11,0,FALSE,453,0.558844623,12,0,FALSE,FALSE,11,12
eb0f3f43-bb25-459d-8bce-f47de98936c7,396,0.383970963,11,15,TRUE,416,0.168404615,12,0,FALSE,FALSE,15,12
bc83ccf8-9129-44f7-9cdc-e542416f6b2d,473,1.322015032,11,0,FALSE,462,1.21093321,10,0,FALSE,FALSE,11,10
0410a1fd-4d5b-4e27-8b18-3328c31fa7a3,474,1.030147462,11,0,FALSE,497,0.820799557,11,0,FALSE,FALSE,11,11
d342df29-218d-48e6-abfe-0614b71eff98,506,0.498012199,12,0,FALSE,546,0.738332697,10,14,TRUE,FALSE,12,14
c71d07fe-84eb-46bc-9839-6e753fa1f2c3,507,1.254515858,11,0,FALSE,530,0.881766557,11,0,FALSE,FALSE,11,11
8e87e189-1392-4e65-a0e8-3fc5cc24e03f,571,0.202465433,11,0,FALSE,533,1.345743333,11,0,FALSE,FALSE,11,11
5efe26eb-490d-4728-a03a-1356f4b5b5dc,549,0.159193571,12,0,FALSE,573,0.187569762,12,0,FALSE,FALSE,12,12
b49c4fed-d770-4db6-9be2-a5f65ec6b1e2,422,0.184165711,11,0,FALSE,478,0.882698965,11,0,FALSE,FALSE,11,11
a7d149bf-ef59-4246-a827-e0ff3e0e702e,511,0.468056189,11,0,FALSE,507,0.988732568,11,14,TRUE,FALSE,11,14
d1ecc7cc-8089-46fe-8fc5-a36ab75ad408,424,0.162229113,11,0,FALSE,482,0.652030155,11,0,FALSE,FALSE,11,11
06ce7b89-306c-43b3-b868-e2cbb47f16a7,484,0.509847071,12,18,TRUE,506,0.916879526,11,15,TRUE,FALSE,18,15
f36a0f3a-7972-4245-af1f-947dc7520de8,436,0.312746449,12,0,FALSE,471,0.557835957,15,16,TRUE,FALSE,12,16
e7a5333e-5d09-4306-b12c-61252d80d652,466,0.295174373,11,15,TRUE,515,0.979174404,11,0,FALSE,FALSE,15,11
a6718070-ad99-4ca8-88db-931bc0564e68,432,0.590300201,13,0,FALSE,469,0.970538504,10,0,FALSE,FALSE,13,10
e7f0ddc4-d296-4db6-b21c-04c6954d126b,479,0.621421001,10,0,FALSE,448,0.913133519,11,0,FALSE,FALSE,10,11
35c1b0f5-ab97-4af1-8cf9-9785f4391c18,459,0.61340038,10,0,FALSE,456,0.38707757,11,0,FALSE,FALSE,10,11
33e77452-2360-41cd-9c43-d957e7167d0a,430,1.841770655,11,0,FALSE,465,0.29737792,10,0,FALSE,FALSE,11,10
27b55b74-9667-4ecb-8e79-b0c52d183edf,500,0.354048869,10,16,TRUE,538,0.361174285,10,0,FALSE,FALSE,16,10
22ab802c-4085-4e00-a856-f862dee1835c,527,0.536036801,13,0,FALSE,526,0.504917143,11,0,FALSE,FALSE,13,11
7bd436a9-1b31-4ab1-b28d-14fbf147b4f7,512,1.217834429,13,0,FALSE,563,0.195335525,11,0,FALSE,FALSE,13,11
a01a190f-b8d2-4d73-b965-0120c27c6fd6,473,0.656769341,13,0,FALSE,488,0.730963084,10,0,FALSE,FALSE,13,10
287db3e9-ea56-4a4c-b274-4d7db867375a,494,0.771478318,14,0,FALSE,458,0.664979648,10,0,FALSE,FALSE,14,10
10705d52-a045-41e9-8131-58899a78c3dc,484,0.460646301,13,16,TRUE,489,0.868470498,9,14,TRUE,FALSE,16,14
e4c90016-d2f2-4fbc-832f-184337579853,462,0.782751766,13,19,TRUE,502,0.56116322,9,0,FALSE,FALSE,19,9
5a27716c-392a-4c96-a6b8-4d46931e9178,510,0.56627759,14,0,FALSE,602,0.356073213,9,0,FALSE,FALSE,14,9
5b36ba8b-117b-410f-ae43-b9e29f54c7d0,534,1.075455534,14,0,FALSE,531,0.89757956,9,0,FALSE,FALSE,14,9
72fc6ed2-505c-4aea-b8ca-fd6f2e5f1f6b,505,1.047900334,13,0,FALSE,487,1.621981094,10,15,TRUE,FALSE,13,15
03f57f5c-5c2b-4e96-bf2b-53f0159b48b2,472,0.802906159,14,0,FALSE,470,0.582356939,11,16,TRUE,FALSE,14,16
5eb7f773-dab0-4a98-a194-ad9a3f48cbea,484,0.67561532,13,0,FALSE,490,1.657398371,9,0,FALSE,FALSE,13,9
ef4f9480-13ba-4e2a-8e8c-e831b0ad0fb1,499,0.923724678,13,0,FALSE,445,0.06072469,9,0,FALSE,FALSE,13,9
99a1ed96-e2e3-49dc-87f0-699bba339f5b,407,0.836958828,13,0,FALSE,477,0.970890467,9,0,FALSE,FALSE,13,9
743a8845-4041-4450-87c1-68319bb01078,405,0.106367679,13,0,FALSE,432,0.085569223,11,0,FALSE,FALSE,13,11
6a8a1f4b-2ea9-4eaa-b661-34ed4afaa961,447,1.534835094,13,0,FALSE,436,0.128781539,9,0,FALSE,FALSE,13,9
26db5644-3b70-4954-be6c-413fef3ae253,459,0.350746913,14,0,FALSE,488,0.872454747,10,14,TRUE,FALSE,14,14
3bb33403-a4f3-41f5-9bbc-cba7f806c86d,490,0.587945416,13,15,TRUE,506,0.738231217,10,0,FALSE,FALSE,15,10
ace193a5-0a42-426b-9855-bceead9028b8,556,2.651123122,14,0,FALSE,547,1.264204819,10,0,FALSE,FALSE,14,10
d077c7e5-c1ee-4a6d-ab93-ef10e29707b0,477,0.390008484,14,0,FALSE,501,0.584396735,11,0,FALSE,FALSE,14,11
6df94be6-b581-4404-a11c-c95603564875,492,0.549682801,12,15,TRUE,498,1.063419754,9,0,FALSE,FALSE,15,9
aff65fe1-8df1-4386-b206-f527e0235731,526,0.467038806,12,0,FALSE,520,1.630492694,10,0,FALSE,FALSE,12,10
360f8153-5ee1-43d4-bcbf-523efa14c5db,494,0.5409882,12,0,FALSE,527,0.508732077,10,0,FALSE,FALSE,12,10
f64dc2b2-797c-41f5-83e3-f76819b62298,383,0.277650481,12,0,FALSE,444,0.057059891,9,0,FALSE,FALSE,12,9
8067d245-18c7-4062-8827-aa08e26c9235,489,0.589651035,13,14,TRUE,495,0.726113959,11,0,FALSE,FALSE,14,11
99c5a7ff-3d35-4c9a-9504-c51179dda6ae,484,0.56773127,13,0,FALSE,518,0.449701891,9,0,FALSE,FALSE,13,9
395994e1-8784-4799-8b49-931de8801573,446,0.665715875,12,0,FALSE,445,0.552258887,9,14,TRUE,FALSE,12,14
7557dfcc-a234-4185-b316-81aa42f086d9,475,0.669362736,12,0,FALSE,506,0.532548384,10,0,FALSE,FALSE,12,10
9674dcd0-1de2-4c14-a916-61e490e7c93e,427,0.046858137,12,0,FALSE,446,0.058147765,10,0,FALSE,FALSE,12,10
3eb129d3-a377-492a-bda4-9681c80e5bfa,485,0.585466253,12,0,FALSE,496,0.364437292,9,0,FALSE,FALSE,12,9
3b2f2c58-1a2a-4a99-806f-cc050bdbc235,530,0.973800937,12,0,FALSE,586,0.246754165,10,0,FALSE,FALSE,12,10
4c67485b-c805-4f4d-9533-f9e0f94bb628,402,0.473477839,12,0,FALSE,464,0.908910911,10,0,FALSE,FALSE,12,10
f6f39f8f-4214-4052-8a4c-40bc05d94f92,492,1.430873331,13,0,FALSE,498,0.291775379,9,0,FALSE,FALSE,13,9
366360c5-0807-4f7b-93ab-47da7af5322d,576,0.112657518,13,0,FALSE,558,0.136755476,9,0,FALSE,FALSE,13,9
d1a5055c-72b1-4e0a-a204-d608a750e6af,545,0.955812526,12,0,FALSE,542,0.197836899,10,0,FALSE,FALSE,12,10
ce8142e7-5bcb-4cb1-93ad-129c1faada9b,456,1.001472482,12,0,FALSE,488,1.03775024,10,14,TRUE,FALSE,12,14
d7e1cf98-9338-4791-92fe-e0dbbe20e4c0,453,1.295701649,13,0,FALSE,481,1.320285022,9,17,TRUE,FALSE,13,17
0427f6df-fe77-4170-9d2e-b3be827dcccf,538,1.28674036,12,0,FALSE,535,1.215687733,9,0,FALSE,FALSE,12,9
6733d3ef-4433-4979-a5ea-e7063a717930,550,0.493980993,14,0,FALSE,516,0.489296101,9,0,FALSE,FALSE,14,9
50d463bd-7d70-480e-bd92-70f9dc4b2925,498,0.944616281,13,0,FALSE,526,0.453571723,11,0,FALSE,FALSE,13,11
407ca371-4738-481b-8a88-4007bdd674cd,537,0.4330366,14,0,FALSE,515,0.829934896,11,14,TRUE,FALSE,14,14
f558cf6a-4af5-446c-a200-f1454500ac0a,509,0.665837256,12,0,FALSE,553,0.547955516,9,0,FALSE,FALSE,12,9
7d1384e7-690c-44e4-900e-9d7ef8bef425,385,0.179106749,12,14,TRUE,444,0.05324347,12,0,FALSE,FALSE,14,12
6cd4e3c8-46bc-4e57-9a8c-ba19933df44e,520,1.306533385,13,0,FALSE,500,0.710116666,9,0,FALSE,FALSE,13,9
c100918e-def0-4702-8743-e9469f44f542,522,2.630280655,12,0,FALSE,529,1.013997159,9,14,TRUE,FALSE,12,14
4487df69-80f0-44fa-b0ac-42f933d424cf,490,0.235114695,12,15,TRUE,503,0.352892943,10,0,FALSE,FALSE,15,10
571fd3cd-64bc-49b2-a691-d12fe5192961,581,0.161969401,12,14,TRUE,528,0.363856406,10,0,FALSE,FALSE,14,10
2502f514-903c-4cab-a294-b675718c19c7,458,0.937558832,12,0,FALSE,484,0.615924998,9,0,FALSE,FALSE,12,9
e1a7357e-055a-4007-beae-b2332cb7821d,513,1.191753077,14,0,FALSE,514,0.816938717,9,0,FALSE,FALSE,14,9
3d075c8a-b608-439b-af18-9e4ab9767de2,535,0.256214108,12,0,FALSE,533,1.149205049,11,15,TRUE,FALSE,12,15
14f4c352-0dd1-4e03-b5fd-13248d97e0f6,526,0.180223027,13,15,TRUE,591,0.114693173,13,0,FALSE,FALSE,15,13
35e3224c-fcbb-48f4-8761-8eb61055cbe3,520,0.666637827,12,0,FALSE,519,0.897478721,12,0,FALSE,FALSE,12,12
6670d469-bfa8-48d8-b75e-2d038691611d,459,0.512951912,12,0,FALSE,462,0.356652172,11,0,FALSE,FALSE,12,11
afae54da-76d5-46c5-8c53-984a507e5819,439,0.910851377,15,0,FALSE,466,0.744119125,19,0,FALSE,FALSE,15,19
d8934fee-4b73-487c-ade2-911c1c5b25f3,478,0.542097887,18,0,FALSE,473,0.364440702,16,0,FALSE,FALSE,18,16
83582806-1ce5-4139-8015-e017027c5e44,379,0.240855617,16,17,TRUE,426,0.149963708,16,15,TRUE,FALSE,17,15
1eeb4317-4056-4799-b2b9-c33dca3aecbd,419,1.044322745,16,0,FALSE,418,0.162322266,17,0,FALSE,FALSE,16,17
be34c222-f4c2-4492-bacb-e3105aff5fe4,546,0.093826485,15,0,FALSE,592,0.144293966,16,0,FALSE,FALSE,15,16
1ce0d252-7971-4797-ac65-fa9fd2ea17a9,507,0.731940011,16,0,FALSE,585,0.067647515,16,0,FALSE,FALSE,16,16
dd5ae2bf-3fb3-435c-a0c6-66af107b3e42,384,0.647271812,15,17,TRUE,404,0.124720838,16,0,FALSE,FALSE,17,16
a10e9098-24a6-4002-bc47-32d5563ea60a,442,1.191330321,16,0,FALSE,497,0.891738903,16,0,FALSE,FALSE,16,16
7fd47af7-65e3-4fe1-bd69-fe549fa76156,432,0.68857761,15,0,FALSE,541,0.404558535,16,0,FALSE,FALSE,15,16
f950a64e-65fc-44a4-9902-b6e4b62399e9,529,0.684093192,15,0,FALSE,544,0.558344767,19,0,FALSE,FALSE,15,19
a35a9659-dc22-48e8-8b6e-a9b19abf904a,412,0.292700022,15,17,TRUE,431,0.262187315,18,0,FALSE,FALSE,17,18
8af78cb2-593c-4ef8-af25-313fc3f9c491,508,0.588581684,17,0,FALSE,543,1.234783756,17,17,TRUE,FALSE,17,17
f787a311-fa42-40e5-b7a4-e2bdcf2059a0,462,0.819251131,16,0,FALSE,462,0.480690154,17,0,FALSE,FALSE,16,17
04d22402-02c5-4cb2-8186-57deab56a68e,481,0.556125737,15,0,FALSE,468,0.961293259,16,0,FALSE,FALSE,15,16
7e2861fe-6639-497e-a5bc-9ca47fccd5df,405,0.994937498,15,0,FALSE,457,0.986246709,17,0,FALSE,FALSE,15,17
04085128-e62e-4eed-9740-062350ef5a48,402,0.978198706,15,0,FALSE,452,1.26539153,18,0,FALSE,FALSE,15,18
8f9c1f39-e456-495f-abb5-a61515891733,468,0.479734316,15,0,FALSE,499,1.341476097,16,0,FALSE,FALSE,15,16
2d95201c-1eaf-478b-8333-ab9f37dde78f,475,0.66119588,15,0,FALSE,508,0.345760456,19,15,TRUE,FALSE,15,15
29dd6d0b-ac58-4557-92d6-567011353975,467,0.843294573,15,0,FALSE,542,0.606603771,17,0,FALSE,FALSE,15,17
c8f75467-9e30-4683-bbbb-1819e73fe6df,501,1.175372689,15,0,FALSE,570,0.977233295,18,0,FALSE,FALSE,15,18
9afc3edc-e5b2-4f8a-b06e-1f7283d02950,488,0.862224737,15,16,TRUE,518,0.693164183,17,0,FALSE,FALSE,16,17
1318004e-7b24-461a-83f6-b9365c83ec57,452,0.713560578,15,0,FALSE,499,0.637771292,16,16,TRUE,FALSE,15,16
bd83e419-9c86-48f8-802e-179408c155aa,493,0.182219293,16,0,FALSE,515,0.64886604,19,0,FALSE,FALSE,16,19
41c2dbce-968b-4d3e-a8d3-1e415792c342,491,0.688847058,15,0,FALSE,471,0.864415749,16,0,FALSE,FALSE,15,16
